,theta,avg_cost,max_cost,std_cost,cost_skewness,solver_obj,violations_rate,violations_penalty,pds_lat,wds_lat,T1,T2,B0,reliability,penalized_avg_obj
165,2.0,135834.32111644305,142469.28397894205,1886.7425372665382,0.03341163383989929,151413.15799221068,0.058,1867.0852027569306,4,0,29,31,0,0.942,137701.40631919997
166,2.0,136173.53594413286,142688.23014251527,1869.6445634493223,0.03172051850694919,151741.12069772213,0.052,3789.5468809198237,4,2,27,28,0,0.948,139963.0828250527
167,2.0,136454.13723282402,142896.83655853797,1858.1143442960815,0.030833924931096046,152004.72805258186,0.051,4522.500094375488,4,4,22,30,0,0.949,140976.6373271995
168,2.0,136640.9796500268,143113.66109592817,1864.5853291971214,0.026193297030266512,152185.48067798192,0.052,5239.500435674501,4,6,25,29,0,0.948,141880.4800857013
169,2.0,136830.2705823492,143028.459604325,1856.2840987229536,0.027522996127902787,152358.6250842864,0.049,5559.867661118835,4,8,23,26,0,0.951,142390.13824346804
170,2.0,136990.72329518927,143477.2198638644,1855.4473000138255,0.04603284593209708,152512.91628048837,0.054,4847.413405624908,4,10,22,32,0,0.946,141838.13670081418
171,2.0,137150.86911299813,143278.76299545157,1843.269621885568,0.06976641570828622,152653.1353268126,0.036,4307.742542964566,4,12,18,18,0,0.964,141458.6116559627
172,2.0,135835.75854623388,142457.90030870133,1886.5755093410612,0.03320536293313053,151417.6696521762,0.06,1846.7407838566105,6,0,29,33,0,0.94,137682.49933009048
173,2.0,136175.11181869035,142680.27277162808,1869.6337650433345,0.031906984404031294,151745.52375660287,0.052,3792.349082738615,6,2,27,28,0,0.948,139967.46090142897
174,2.0,136455.64657986182,142884.4011896978,1858.4037283996454,0.03119393468969241,152009.10210731445,0.051,4521.820020224088,6,4,23,30,0,0.949,140977.4666000859
175,2.0,136695.52703029412,142997.4185388013,1843.3520622873937,0.03035008767793968,152237.30466085926,0.054,5160.63662030329,6,6,24,30,0,0.946,141856.16365059742
176,2.0,136847.45633374745,143051.56640933894,1845.2335523687923,0.029528521603356513,152385.8156111511,0.053,5578.654690777856,6,8,20,33,0,0.947,142426.1110245253
177,2.0,136999.59482785012,143462.67475230974,1848.3252325396998,0.045626417260936455,152531.18894680112,0.052,4817.665979135508,6,10,17,35,0,0.948,141817.26080698564
178,2.0,137155.44151641024,143287.47096490237,1837.951505006312,0.06800214083586893,152666.39552637518,0.04,4375.104705522812,6,12,17,23,0,0.96,141530.54622193304
179,2.0,135835.78141582062,142462.06434676328,1885.641297871904,0.033306844966395625,151418.32034730754,0.059,1845.5160356272254,8,0,29,32,0,0.9410000000000001,137681.29745144784
180,2.0,136175.05913279284,142684.61728362247,1868.1410327258056,0.0321807303888231,151746.30680733192,0.053,3797.9395253319612,8,2,27,29,0,0.947,139972.9986581248
181,2.0,136455.6148309128,142892.3033134872,1856.3586578793738,0.03167164285600577,152009.93693891974,0.051,4528.625710925677,8,4,24,29,0,0.949,140984.24054183846
182,2.0,136695.43458491508,143003.0165356659,1840.9503214215142,0.03089759130798643,152238.214960171,0.055,5190.87916263376,8,6,23,32,0,0.945,141886.31374754885
183,2.0,136894.37746179308,143099.54281420552,1826.327159324307,0.03271516597623013,152427.49346053362,0.056,5555.146643968954,8,8,24,32,0,0.944,142449.52410576202
184,2.0,137015.15921213356,143433.05303087272,1834.1395086280188,0.044212335919230766,152552.85267384755,0.045,4802.400183703734,8,10,14,31,0,0.955,141817.55939583728
185,2.0,137161.70279003237,143303.70050294686,1829.2646805344568,0.06437244075369773,152680.29610571268,0.039,4438.705297157995,8,12,16,23,0,0.961,141600.40808719036
186,2.0,135836.47828991222,142462.37196133594,1884.0903174879827,0.03353393958140779,151420.1256317665,0.059,1818.7964216945288,10,0,29,32,0,0.9410000000000001,137655.27471160676
187,2.0,136175.68335205046,142681.36120690271,1865.492047274505,0.03236537735700108,151748.28568453103,0.053,3742.2277273950604,10,2,27,30,0,0.947,139917.9110794455
188,2.0,136456.22745825254,142886.8742445134,1852.960896076037,0.031779192334688386,152012.051425208,0.049,4493.354699362729,10,4,24,27,0,0.951,140949.58215761528
189,2.0,136696.0723572653,142995.2262911225,1836.7908094011248,0.030980402226020998,152240.4449492139,0.056,5120.974534157888,10,6,24,32,0,0.944,141817.0468914232
190,2.0,136895.02033652717,143081.71771092742,1821.5714984999122,0.03276183463442942,152429.82938587252,0.054,5481.865593175746,10,8,25,29,0,0.946,142376.88592970293
191,2.0,137060.62130844517,143359.73364154575,1813.996135475561,0.043572226366144724,152590.3510872695,0.066,4737.826284245398,10,10,23,43,0,0.9339999999999999,141798.44759269056
192,2.0,137174.76886314165,143314.9845575387,1815.6076050702814,0.05762795458978137,152700.50931396862,0.036,4426.234850375695,10,12,15,21,0,0.964,141601.00371351733
193,2.0,135837.18989090098,142463.0928627697,1881.9113248467945,0.03359627475353887,151422.58725284503,0.061,1826.5892363956289,12,0,30,33,0,0.9390000000000001,137663.7791272966
194,2.0,136176.36875239684,142673.94456805266,1862.0946913246712,0.032171948160176135,151750.88898453536,0.054,3736.8891619422725,12,2,28,29,0,0.946,139913.2579143391
195,2.0,136456.8980559305,142880.61953534873,1848.6819509067545,0.03151860893989889,152014.76392660898,0.05,4532.806388494943,12,4,24,28,0,0.95,140989.70444442544
196,2.0,136696.69370296146,142982.1790085618,1831.7326010584984,0.030690070490969727,152243.24181982866,0.056,5100.808553695881,12,6,25,31,0,0.944,141797.50225665735
197,2.0,136895.66646932185,143056.2440963363,1815.8672431820116,0.032405913371822,152432.70938413893,0.052,5424.050131410922,12,8,24,28,0,0.948,142319.71660073276
198,2.0,137061.25315200508,143332.6427025454,1807.8847675438863,0.04320608828449592,152593.2967350561,0.048,4710.480197742501,12,10,19,29,0,0.952,141771.73334974758
199,2.0,137211.45286651555,143406.75296312082,1798.9994276022887,0.04409564133837425,152733.95961018154,0.042,4479.839208454992,12,12,21,22,0,0.958,141691.29207497055
200,2.5,136565.429583887,143067.96455381805,1869.9524709536868,0.040671669486847785,157415.39853362256,0.016,345.98946755669897,0,0,7,9,0,0.984,136911.4190514437
201,2.5,136565.429583887,143067.96455381805,1869.9524709536868,0.040671669486847785,157415.39853362256,0.016,345.98946755669897,0,0,7,9,0,0.984,136911.4190514437
202,2.5,136838.03091193616,143374.7191634475,1858.6631680709488,0.03843827494727617,157777.84509550725,0.022,718.5385822536157,0,2,12,10,0,0.978,137556.56949418978
203,2.5,137074.50885549662,143499.11066410888,1849.4502671211148,0.03289973250319501,158102.62868637312,0.014,1219.3389253503094,0,4,5,9,0,0.986,138293.84778084693
204,2.5,137303.29606392427,143790.35107548404,1842.0105172790045,0.03522591150302411,158403.62988029106,0.014,1029.5708797811237,0,6,6,8,0,0.986,138332.8669437054
205,2.5,137490.25197346383,143675.13821855554,1828.874961697446,0.0313962979412076,158661.16943657474,0.015,1112.381118707698,0,8,7,8,0,0.985,138602.63309217154
206,2.5,137678.0884768856,144138.54301580368,1832.7287683610778,0.049053682441075386,158882.19770815352,0.008,851.5656338037659,0,10,4,4,0,0.992,138529.65411068936
207,2.5,137829.57586734596,144022.4554237668,1823.8980944302284,0.06529899661157972,159079.08045702527,0.007,881.1819478404122,0,12,5,2,0,0.993,138710.75781518637
208,2.5,136557.53732680605,143112.99509425723,1871.2425405897905,0.033955356067288334,157485.92986735716,0.014,357.783127072968,2,0,6,8,0,0.986,136915.32045387902
209,2.5,136865.93159839752,143273.8144766047,1859.4053369175563,0.033730415417648575,157930.382072815,0.021,756.04315725768,2,2,11,10,0,0.979,137621.97475565522
210,2.5,137089.8457286063,143424.87572934944,1854.8769738116118,0.0336016469141983,158211.51461560538,0.013,1188.8232796421514,2,4,4,9,0,0.987,138278.66900824846
211,2.5,137330.1732985462,143704.27004080865,1856.81820009757,0.04164975432261725,158495.93215930343,0.014,977.3639890655734,2,6,6,8,0,0.986,138307.53728761178
212,2.5,137493.867685884,143741.44554056783,1839.0266837708837,0.03695474539621471,158744.88789159778,0.013,1047.959377377272,2,8,6,7,0,0.987,138541.82706326127
213,2.5,137624.4558961519,144007.64842024376,1831.9356191545924,0.04789840373351987,158961.52189384514,0.008,822.2213390753989,2,10,4,4,0,0.992,138446.67723522728
214,2.5,137811.3042825446,144125.29562697103,1835.7290288984925,0.07333225994483261,159155.5926486722,0.008,829.7497641006331,2,12,5,3,0,0.992,138641.0540466452
215,2.5,136559.15038466256,143120.99881080486,1873.9075152383416,0.0342342865718053,157515.3829404104,0.014,361.99351649499,4,0,6,8,0,0.986,136921.14390115754
216,2.5,136855.1491672578,143307.44729228131,1858.326984261368,0.03061208064551882,157959.41869005864,0.021,758.773510382446,4,2,10,11,0,0.979,137613.92267764025
217,2.5,137152.41190398767,143408.03763020647,1864.7618370802975,0.04191747398150511,158316.32724320897,0.015,1166.0571490150567,4,4,5,10,0,0.985,138318.46905300271
218,2.5,137340.22081711164,143672.89292456128,1857.2555465591233,0.043232699616586864,158559.56344615304,0.015,883.8397861891111,4,6,6,9,0,0.985,138224.06060330075
219,2.5,137473.52874691435,143660.52702296054,1834.453841110223,0.029761330010298986,158793.709509256,0.012,1004.986562115002,4,8,5,7,0,0.988,138478.51530902935
220,2.5,137630.03347389525,144064.31480134054,1836.2477829796883,0.04833505844352233,159002.79259180193,0.011,885.813232349379,4,10,5,5,1,0.989,138515.84670624463
221,2.5,137817.80101754656,144210.1615497955,1841.3694731880405,0.07360787995645031,159192.77520478136,0.009,802.7498990982831,4,12,6,3,0,0.991,138620.55091664483
222,2.5,136559.45022112955,143104.80174103647,1874.296186079914,0.034908958087788655,157521.48973065018,0.014,363.8418970680923,6,0,6,8,0,0.986,136923.29211819763
223,2.5,136870.67955839384,143264.44005489722,1862.4321131309875,0.03639691381795824,157965.43019747332,0.02,778.0338032889115,6,2,10,10,0,0.98,137648.71336168275
224,2.5,137101.1896987825,143499.03325315285,1850.004672942718,0.03170112032821329,158322.195336258,0.018,1182.2416182397299,6,4,8,10,0,0.982,138283.43131702222
225,2.5,137385.5627235267,143727.95300843363,1855.4533712875334,0.048353009813141494,158631.20702125403,0.016,924.6073331964268,6,6,4,12,0,0.984,138310.17005672312
226,2.5,137495.54442719216,143754.0909898667,1835.7377107478105,0.03834704508725625,158831.0128529152,0.013,1010.212798120509,6,8,7,6,0,0.987,138505.75722531267
227,2.5,137632.78634406714,144032.81222811627,1834.0363331942642,0.04795256607764078,159027.59920528546,0.013,888.3661570902193,6,10,7,6,1,0.987,138521.15250115737
228,2.5,137793.03702365447,144088.24938457907,1832.0867098781441,0.06872668921417811,159210.75781134886,0.01,780.6828163285443,6,12,5,5,0,0.99,138573.719839983
229,2.5,136563.276959358,143094.57974808576,1871.7669075447718,0.03426967804123635,157522.37141646497,0.015,375.22726223567224,8,0,6,9,0,0.985,136938.50422159367
230,2.5,136878.11208311818,143267.74915893906,1864.6207762646698,0.039099805430564974,157966.43606212808,0.02,800.8025953741785,8,2,10,10,0,0.98,137678.91467849235
231,2.5,137165.9752840903,143373.19287477777,1866.0451696557573,0.04597879444539838,158323.37050923536,0.015,1209.8877663041353,8,4,5,10,0,0.985,138375.86305039443
232,2.5,137359.0437968809,143631.5753849774,1844.9364173986878,0.04341714892152748,158632.4413914694,0.016,772.5713349964053,8,6,4,12,0,0.984,138131.6151318773
233,2.5,137538.12884735243,143877.58985647868,1838.5486183506328,0.04759092361379231,158888.7121944927,0.015,1029.7649540950304,8,8,6,9,0,0.985,138567.89380144747
234,2.5,137646.49410273563,144090.67065475858,1833.0851875010148,0.05409728820949289,159057.26734247207,0.009,904.7096589542423,8,10,4,5,0,0.991,138551.20376168986
235,2.5,137783.17662123335,144006.63241628304,1824.8736790030296,0.06795196492824945,159229.66648014504,0.008,760.706962101858,8,12,5,3,0,0.992,138543.8835833352
236,2.5,136560.72755605064,143063.19802137392,1869.5175922105188,0.03455576621644147,157524.76805210384,0.014,358.96747104744287,10,0,6,8,0,0.986,136919.6950270981
237,2.5,136889.34684221298,143209.1923725537,1863.3437205375587,0.04108864070325774,157969.11408243832,0.018,786.2932726742713,10,2,10,8,0,0.982,137675.64011488724
238,2.5,137149.2377363522,143351.45927921362,1857.1073926621368,0.04276594111270936,158326.22932950215,0.015,1222.4600122494799,10,4,5,10,0,0.985,138371.69774860167
239,2.5,137378.15764627184,143690.2415707625,1846.1163084326881,0.04743515308776342,158635.45149173215,0.016,1034.5600657543691,10,6,8,8,0,0.984,138412.7177120262
240,2.5,137545.26011775015,143920.64402305672,1836.1849093312803,0.050096978467706346,158891.87075684586,0.014,1041.6338867738978,10,8,5,9,0,0.986,138586.89400452405
241,2.5,137680.27999120767,144143.03764040582,1824.655024257468,0.05772819225176188,159109.1932769621,0.017,968.5816385240535,10,10,5,12,0,0.983,138648.86162973172
242,2.5,137780.4914338669,144087.61695594754,1815.9782794590399,0.0630603505641248,159257.35640756635,0.009,698.8509295269394,10,12,5,4,0,0.991,138479.34236339384
243,2.5,136556.75136078417,143090.30182961273,1868.7096649300515,0.03459631131631138,157528.1451080278,0.014,353.90458031952437,12,0,6,8,0,0.986,136910.6559411037
244,2.5,136909.1229962429,143243.99498257463,1868.764647907944,0.045101840797905496,157972.64277844943,0.019,765.9013250165222,12,2,10,9,0,0.981,137675.0243212594
245,2.5,137135.2052976576,143353.32125353976,1849.7945744509045,0.03859553961412839,158329.88423981142,0.015,1234.000892112923,12,4,5,10,0,0.985,138369.20618977054
246,2.5,137427.43694356503,143756.53060933325,1853.8909565479344,0.04932536644982629,158639.2514799388,0.014,805.2919481762709,12,6,3,11,0,0.986,138232.7288917413
247,2.5,137530.45480458616,143808.04801812264,1825.619098733995,0.04795794545592464,158895.7685781533,0.016,1046.068880346917,12,8,5,11,0,0.984,138576.52368493308
248,2.5,137692.75932212546,144215.36012687485,1823.154594115559,0.06173404839956955,159113.19423752054,0.017,978.1432907645791,12,10,5,12,0,0.983,138670.90261289003
249,2.5,137804.46216033917,144115.2631967325,1807.8679075001378,0.0555718351865218,159303.6311534312,0.006,591.8445373944423,12,12,4,2,0,0.994,138396.3066977336
250,3.0,136686.37853206147,143301.57821492822,1882.2693889463192,0.05270658103712889,163671.1863049595,0.002,48.428072916031695,0,0,1,1,0,0.998,136734.8066049775
251,3.0,136686.37853206147,143301.57821492822,1882.2693889463192,0.05270658103712889,163671.1863049595,0.002,48.428072916031695,0,0,1,1,0,0.998,136734.8066049775
252,3.0,137097.10620252605,143565.15652469138,1894.0777438839282,0.06439809162558267,164106.12775484944,0.002,27.739314995681223,0,2,0,2,0,0.998,137124.84551752172
253,3.0,137265.74837624747,143721.47976690377,1851.7008352955227,0.038618342611502696,164495.91924362688,0.004,245.59929013459413,0,4,2,2,0,0.996,137511.34766638206
254,3.0,137521.8197040972,144051.254779655,1841.116016911781,0.041559271671654796,164857.0951468041,0.001,115.30954349369921,0,6,1,0,0,0.999,137637.1292475909
255,3.0,137725.71266707793,143841.6115273696,1827.9786207605277,0.03300529183444864,165166.117750734,0.002,104.25616223045431,0,8,1,1,0,0.998,137829.96882930837
256,3.0,137901.76051281163,144262.51728348795,1823.485004473235,0.04610143162599859,165431.34561083245,0.003,196.7131540670111,0,10,2,1,0,0.997,138098.47366687865
257,3.0,138065.19313330407,144156.29182861256,1811.4593170853382,0.058818424344085345,165667.5794926778,0.001,87.16979012182087,0,12,1,0,0,0.999,138152.36292342588
258,3.0,136647.01120551123,143333.40112889008,1879.128480018671,0.038680892037648,163755.91357067402,0.002,46.944941175431794,2,0,1,1,0,0.998,136693.95614668666
259,3.0,137024.82145074802,143415.44143592933,1862.3279717973314,0.03963135020194305,164289.1681966323,0.001,9.83250775695908,2,2,0,1,0,0.999,137034.65395850496
260,3.0,137269.3956584465,143834.18957820476,1862.3146651714956,0.03650356284108729,164626.53751505257,0.004,229.23765687601363,2,4,2,2,0,0.996,137498.6333153225
261,3.0,137549.87246324736,143959.95703647504,1856.5150341203241,0.03879249484609477,164967.84153775967,0.001,104.09628690321296,2,6,1,0,0,0.999,137653.96875015058
262,3.0,137742.06911974945,143995.3446852896,1840.3575991039918,0.03193996487502595,165266.58299162623,0.002,94.70790811471555,2,8,1,1,0,0.998,137836.77702786415
263,3.0,137924.72845711006,144437.78812924167,1845.6207315488714,0.053272211132819845,165526.55279983065,0.002,189.2026947339279,2,10,1,1,0,0.998,138113.93115184398
264,3.0,138083.28055308963,144248.01550475258,1829.933727285349,0.06471693964113284,165759.39436662855,0.001,95.5156602988026,2,12,1,0,0,0.999,138178.79621338844
265,3.0,136655.68347178507,143284.34136817296,1881.7219761753256,0.0385467724637596,163791.1760668671,0.002,46.77837803920366,4,0,1,1,0,0.998,136702.46184982426
266,3.0,137383.2429971973,143922.29775566177,1933.3638919138298,0.05694954868151687,164323.98508827708,0.002,9.726721327089207,4,2,1,1,0,0.998,137392.96971852437
267,3.0,137329.58603522673,143667.5306985419,1860.6483285951729,0.04105745372924125,164752.29547009882,0.003,189.58941590614663,4,4,2,1,0,0.997,137519.17545113288
268,3.0,137542.66987224075,143907.05554723687,1855.7608898144022,0.03560655329203534,165044.1963569574,0.001,96.78355917512542,4,6,1,0,0,0.999,137639.45343141587
269,3.0,137814.82742874956,144277.89321070895,1863.0930051350217,0.03934104676467537,165325.2538068269,0.002,81.47524281092836,4,8,1,1,0,0.998,137896.3026715605
270,3.0,137922.8086372519,144561.3353470051,1844.5007917245673,0.048910915248662985,165576.06384176636,0.002,181.40093334193108,4,10,1,1,0,0.998,138104.20957059384
271,3.0,138082.94655797773,144267.6429184543,1830.6232840033479,0.06034706221885767,165804.05253644843,0.002,106.09997540136087,4,12,2,0,0,0.998,138189.0465333791
272,3.0,136769.4323890018,143306.88994005456,1905.30968854342,0.041400951784137906,163798.50012487106,0.002,46.93570941418044,6,0,1,1,0,0.998,136816.368098416
273,3.0,137028.9299247088,143865.7459481851,1883.2028581671557,0.04740021508234638,164331.2145508632,0.002,19.240684699513295,6,2,1,1,0,0.998,137048.1706094083
274,3.0,137426.3991086864,143939.19198825536,1894.4560617805794,0.05724638229844861,164759.39426447373,0.004,196.652404593236,6,4,3,1,0,0.996,137623.05151327964
275,3.0,137641.3910826981,144129.73182422688,1869.10452366211,0.050613168642300144,165130.1608381316,0.001,101.4628592911152,6,6,1,0,0,0.999,137742.85394198922
276,3.0,137772.4448280992,144105.57414641778,1844.68451660566,0.04133836714706584,165369.90022069885,0.004,66.64014622985718,6,8,3,1,0,0.996,137839.08497432905
277,3.0,137982.03998170784,144519.38356618426,1862.168438250785,0.061035478510197964,165605.86909557582,0.002,181.80950241001162,6,10,1,1,0,0.998,138163.84948411785
278,3.0,138093.99718099422,144378.00712993392,1831.5649978040544,0.06608258435056048,165825.59731779498,0.002,118.38640176722832,6,12,2,0,0,0.998,138212.38358276145
279,3.0,136660.30770279188,143310.31559459504,1878.2272871294808,0.04306161217120167,163799.550159937,0.002,49.792029984190584,8,0,1,1,0,0.998,136710.09973277606
280,3.0,137037.92075950516,143540.84431474702,1881.1960141926813,0.04289322500768471,164332.42572200266,0.002,22.190990905300403,8,2,1,1,0,0.998,137060.11175041046
281,3.0,137341.90508741533,143617.40796631254,1865.7556471996522,0.04104548548277444,164760.76240179272,0.005,203.0905615480402,8,4,3,2,0,0.995,137544.99564896338
282,3.0,137703.64923647267,144247.10365529533,1878.567497179482,0.0586916320510213,165131.61151547372,0.001,103.8864371366242,8,6,1,0,0,0.999,137807.5356736093
283,3.0,137858.34394249838,144308.69121706916,1856.4865671265761,0.05601556552531229,165439.18718088535,0.003,49.794898572319305,8,8,3,0,0,0.997,137908.1388410707
284,3.0,137978.12411896567,144611.16386569192,1847.695401704339,0.06466877864503785,165641.44439828538,0.003,190.75222320584004,8,10,2,1,0,0.997,138168.8763421715
285,3.0,138118.64944636528,144444.19898686022,1838.2809055180267,0.07146743804472888,165848.32876510813,0.001,135.99511013032415,8,12,1,0,0,0.999,138254.6445564956
286,3.0,136746.3149018386,143125.79152158654,1889.1357451764018,0.042373733993131955,163802.44784805263,0.002,47.89325988209385,10,0,1,1,0,0.998,136794.2081617207
287,3.0,137188.06679029603,143665.32120475586,1904.8332854413181,0.057710188694233965,164335.660526158,0.002,21.938743383256792,10,2,1,1,0,0.998,137210.00553367927
288,3.0,137416.88629899852,143775.0356256236,1881.3497339179557,0.05176909934197659,164764.1985783433,0.005,206.2536805808577,10,4,3,2,0,0.995,137623.13997957937
289,3.0,137702.65282146848,144276.97666529525,1875.3447247701426,0.058770330924489085,165135.2619141057,0.001,103.51596838134843,10,6,1,0,0,0.999,137806.16878984982
290,3.0,137843.81065534134,144313.28866012907,1856.9154489670557,0.057982012124510575,165442.9562499246,0.002,38.30516515628881,10,8,2,0,0,0.998,137882.11582049762
291,3.0,137991.4293967564,144492.4441699519,1834.9361255481704,0.05771509842241017,165703.75403527776,0.004,164.19075465447028,10,10,2,2,0,0.996,138155.62015141087
292,3.0,138141.74250510312,144550.35870612046,1835.1204988252875,0.07000160701816745,165881.53103796003,0.002,130.93176293248376,10,12,1,1,0,0.998,138272.6742680356
293,3.0,136633.268103325,143324.53874884875,1873.8558540175993,0.035300333130147986,163806.49560458775,0.002,47.306646463846356,12,0,1,1,0,0.998,136680.57474978885
294,3.0,137593.3670338733,144168.73003092135,1943.1545022596224,0.058723374102830767,164339.88082237172,0.002,18.264647196154407,12,2,1,1,0,0.998,137611.63168106947
295,3.0,137347.78227770663,143629.6936073041,1859.242651576631,0.04104789123494708,164768.59957917337,0.004,194.46809166794736,12,4,3,1,0,0.996,137542.25036937458
296,3.0,137790.21061497353,144581.630754397,1891.7567460866499,0.07059203073047231,165139.82246646305,0.003,97.57783465777861,12,6,1,2,0,0.997,137887.7884496313
297,3.0,137902.13604625862,144456.59722239705,1863.338992176222,0.06368089521765645,165447.6314197983,0.002,27.927454333646367,12,8,2,0,0,0.998,137930.06350059225
298,3.0,138056.4394303984,144823.7775228977,1837.8419534411153,0.08036743381284848,165708.5404634622,0.004,160.55863086863826,12,10,2,2,0,0.996,138216.99806126705
299,3.0,138209.47279451907,144755.35883979316,1832.6231810912948,0.07156052512622571,165937.07769709188,0.003,136.61384061085113,12,12,2,1,0,0.997,138346.0866351299
