Bus,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45.18718337,42.89755905,41.4500954,41.10796763,41.68695309,42.95019409,46.68728206,52.39818409,55.60892164,54.26672807,52.58240674,51.45075334,49.87170209,49.02954142,48.92427133,48.60846108,48.60846108,50.66122771,56.87216264,60.16185275,58.55648398,57.05638529,53.97723534,49.39798671
